Season,WOLDiff,WLKDiff,SAGDiff,RPIDiff,POMDiff,MORDiff,DOLDiff,COLDiff,SeedDiff,Team1,Team2
2016,-40,-28,-27,-40,-24,-25,-32,-39,-8,1242,1163
2016,-37,-16,-12,-39,1,1,-39,-36,-8,1274,1455
2016,-15,-43,-41,-34,-42,-42,-27,-24,-8,1314,1344
2016,21,28,26,53,38,27,35,29,8,1139,1438
2016,22,52,49,65,38,65,37,28,8,1218,1268
2016,28,24,22,30,-6,1,52,51,8,1372,1323
2016,-47,-26,-32,-25,-27,-19,-49,-29,-8,1328,1433
2016,17,24,26,21,28,30,21,14,7,1386,1332
2016,31,92,76,7,82,83,48,34,5,1292,1393
2016,63,71,56,53,60,54,68,74,8,1320,1401
2016,35,16,14,25,15,19,20,29,5,1234,1437
2016,44,22,22,35,17,16,34,39,5,1458,1462
2016,17,19,19,14,22,19,14,22,4,1268,1242
2016,22,9,10,11,9,-1,11,6,1,1401,1328
2016,21,1,1,18,13,9,9,17,3,1181,1332
2016,9,6,8,5,8,9,5,7,1,1274,1437
2016,17,12,8,19,10,6,17,20,4,1231,1314
2016,-13,-3,-1,-10,7,5,-14,-12,-1,1323,1458
2016,29,12,18,27,13,11,23,22,-1,1393,1211
2016,-7,-15,-17,-19,-16,-24,-17,-19,-3,1438,1235
2016,2,6,8,-4,1,-3,3,-4,-1,1332,1328
2016,-1,-4,-4,-3,-4,-5,-4,-1,-1,1242,1437
2016,-27,-28,-32,-27,-35,-32,-26,-28,-5,1314,1323
2016,58,36,36,68,39,29,46,55,9,1393,1438
2016,60,37,37,66,37,30,48,57,9,1393,1314
2016,2,2,2,2,3,6,1,5,0,1328,1437
2016,-5,2,2,-1,1,4,3,-2,1,1437,1314
2017,-11,-6,1,-18,1,-3,4,-7,0,1448,1243
2017,57,18,8,-4,35,-52,15,36,0,1291,1309
2017,-21,-55,-21,36,-66,-4,21,9,0,1300,1413
2017,-14,-1,-3,-15,5,6,-8,-14,0,1425,1344
2017,136,135,158,142,153,135,145,144,13,1315,1112
2017,-48,-76,-88,-55,-86,-112,-72,-55,-9,1139,1457
2017,40,63,67,45,55,82,49,43,9,1190,1196
2017,-65,-84,-93,-71,-89,-85,-67,-73,-11,1199,1195
2017,178,189,179,147,186,168,175,180,15,1355,1211
2017,18,28,40,8,38,42,32,5,7,1305,1235
2017,8,22,27,15,15,29,14,19,7,1292,1278
2017,16,-5,4,-13,-5,-5,16,7,1,1435,1321
2017,-42,-44,-51,-24,-34,-48,-50,-45,-7,1323,1343
2017,-25,-55,-63,-27,-48,-58,-32,-33,-9,1345,1436
2017,-35,-18,-25,-5,-38,-24,-21,-12,-3,1388,1433
2017,196,206,214,149,211,164,197,189,15,1291,1437
2017,14,50,59,9,53,69,23,13,7,1423,1438
2017,-64,-68,-90,-39,-75,-65,-65,-58,-9,1452,1137
2017,5,17,30,12,21,20,6,5,1,1439,1458
2017,11,9,-10,3,-5,-15,5,14,5,1462,1268
2017,4,13,12,16,15,-6,1,15,1,1371,1116
2017,45,73,83,48,75,157,65,45,11,1308,1124
2017,-34,-16,-13,-45,-7,-12,-19,-36,-5,1153,1243
2017,136,124,153,141,118,152,138,147,13,1407,1181
2017,189,210,194,163,208,206,171,167,15,1413,1242
2017,-101,-135,-148,-83,-143,-155,-112,-102,-13,1246,1297
2017,-146,-178,-179,-144,-152,-217,-153,-171,-13,1257,1240
2017,11,3,1,15,3,10,1,15,3,1329,1276
2017,-17,-13,-8,-8,-11,-4,-19,-14,-1,1274,1277
2017,-128,-193,-201,-100,-204,-200,-152,-146,-15,1314,1411
2017,102,105,110,79,102,76,112,103,11,1233,1332
2017,26,14,21,5,10,4,27,21,5,1348,1166
2017,2,-4,-1,18,-3,-21,8,10,3,1266,1376
2017,132,119,123,126,123,122,112,115,11,1245,1417
2017,-21,-36,-36,-28,-50,-43,-30,-22,-5,1374,1425
2017,6,20,29,-2,28,36,18,6,-3,1173,1455
2017,-8,-8,-7,-15,6,-5,-18,-14,-5,1112,1388
2017,14,28,34,20,22,43,21,25,8,1292,1139
2017,6,3,-1,8,-2,-4,2,11,1,1438,1196
2017,35,37,38,43,38,44,31,34,7,1321,1211
2017,5,8,4,2,2,-2,-4,10,1,1235,1345
2017,3,-15,-18,1,-20,-12,1,1,-1,1452,1323
2017,-22,-20,-15,-35,-21,-17,-23,-27,-7,1437,1458
2017,24,28,12,23,21,12,19,24,8,1462,1199
2017,-19,-40,-41,-30,-48,-32,-33,-24,-8,1124,1425
2017,42,39,30,47,33,33,46,46,8,1277,1242
2017,-28,-12,-6,-28,-4,-10,-18,-22,-8,1246,1455
2017,-13,-18,-16,-18,-15,-11,-16,-19,-5,1257,1276
2017,-19,-28,-34,-23,-35,-35,-25,-20,-7,1314,1116
2017,40,26,35,22,21,7,40,36,8,1348,1332
2017,35,24,23,37,19,43,31,29,5,1376,1181
2017,-12,-7,-6,4,-4,-7,-7,-7,-3,1417,1153
2017,-19,-6,-3,-16,-4,-4,-11,-15,-3,1211,1452
2017,-13,-6,-6,-16,-5,-5,-17,-15,-3,1242,1345
2017,18,10,10,16,5,-9,14,22,4,1276,1332
2017,-35,-29,-14,-35,-20,-8,-31,-34,-9,1112,1462
2017,9,14,7,26,14,4,6,16,4,1458,1196
2017,2,-10,-10,-12,-14,-14,-5,-6,-1,1246,1417
2017,10,18,23,10,23,17,14,9,3,1139,1314
2017,30,21,17,32,18,29,29,26,4,1376,1124
2017,-37,-44,-31,-29,-39,-26,-33,-33,-10,1211,1462
2017,-3,-9,-7,-6,-6,-16,-10,-5,-2,1242,1332
2017,3,1,-2,1,-1,3,3,3,-1,1314,1246
2017,27,26,21,33,22,35,19,25,3,1376,1196
2017,41,31,30,35,30,46,34,32,6,1376,1211
2017,-1,10,10,4,13,19,5,1,2,1332,1314
2017,-8,-2,-2,3,-2,-2,-4,-1,0,1211,1314
