Season,AstDiff,BlkDiff,DRDiff,FGA3Diff,FGADiff,FGM3Diff,FGMDiff,FTADiff,FTMDiff,ORDiff,PFDiff,ScoreDiff,SeedDiff,StlDiff,TODiff,Team1,Team2
2012,-5,1,2,-4,-2,-2,0,-1,1,-1,7,-1,1,1,2,1104,1166
2012,1,1,-9,-5,-6,-1,-10,-7,-5,-7,5,-26,3,-1,1,1438,1196
2012,3,-6,1,-5,4,0,-1,-1,-1,5,2,-3,11,0,2,1382,1199
2012,2,-3,-11,15,5,5,-9,-2,-2,3,5,-15,11,1,-3,1125,1207
2012,3,2,8,-1,-13,2,3,9,7,-9,-4,15,-13,-3,0,1242,1178
2012,0,-2,-4,-8,-6,0,-2,14,9,-4,-4,5,13,3,-5,1250,1181
2012,-11,4,-12,8,-18,5,-18,14,9,-11,-7,-22,15,0,0,1254,1277
2012,-4,-1,-11,14,8,5,-8,-7,-3,2,4,-14,-5,0,-1,1361,1301
2012,-1,2,5,-10,4,-3,3,1,-1,7,1,2,13,-4,3,1313,1281
2012,6,4,-4,0,2,2,2,16,13,-1,-9,19,-15,8,-9,1314,1436
2012,-2,-2,-4,7,11,1,0,-6,-6,7,4,-5,-9,-4,1,1276,1325
2012,-4,-1,-2,-9,-7,1,-1,5,4,-5,-1,3,3,4,-1,1345,1388
2012,-2,-4,1,5,8,6,2,5,4,8,-3,14,7,4,-1,1378,1396
2012,-3,2,-7,2,8,-3,0,-1,-4,2,5,-7,-1,2,-6,1272,1387
2012,-8,0,5,-11,-5,-4,-3,18,14,4,-2,4,3,0,-1,1462,1323
2012,-2,-1,-3,-5,-13,-6,-5,0,-1,-10,4,-17,8,-3,2,1160,1124
2012,-5,1,-13,17,11,3,-1,2,-3,0,3,-2,8,4,-11,1433,1231
2012,-12,-3,-9,2,5,-7,-6,3,3,0,-1,-16,7,4,-4,1235,1246
2012,-4,3,-1,-8,-10,2,-1,4,3,-10,2,3,-1,4,-2,1257,1307
2012,4,0,1,-6,-9,0,1,11,7,-8,-7,9,-3,1,-4,1266,1293
2012,1,-3,-1,-1,3,-1,-3,1,0,4,2,-7,5,-3,-2,1211,1326
2012,-5,-8,-7,8,22,-2,-2,-10,-10,16,2,-16,7,-1,0,1243,1393
2012,5,-2,-6,14,9,5,3,-8,-8,1,-1,3,-1,0,-4,1458,1435
2012,-2,3,-2,2,0,1,0,-8,-7,0,2,-6,-3,-8,2,1199,1153
2012,4,1,18,4,-13,6,10,12,8,-1,-9,34,-8,1,5,1196,1313
2012,1,-3,1,-6,-12,2,-1,-4,-3,-9,-2,-3,8,-3,3,1345,1242
2012,3,0,7,-15,-5,-3,7,-6,-7,-3,3,4,-8,-3,5,1277,1387
2012,2,1,1,10,-3,1,1,-14,-6,-9,9,-3,-8,1,2,1207,1301
2012,-5,-6,-7,4,3,0,-5,-7,-4,-2,10,-14,7,3,0,1166,1314
2012,0,-5,-5,3,-3,7,-3,6,5,-3,3,6,1,4,-1,1325,1378
2012,4,1,10,-7,-10,4,3,1,2,-3,-5,12,-5,-4,6,1462,1250
2012,-4,-6,-6,-6,6,-1,-4,3,-1,5,2,-10,-4,3,-2,1266,1196
2012,-3,0,0,-2,-6,-4,-7,1,5,-3,4,-13,-3,-1,5,1277,1257
2012,6,-4,2,-6,0,-1,1,19,14,4,-10,15,-4,8,-7,1326,1153
2012,10,1,-2,18,0,9,-6,3,2,1,-1,-1,3,-2,0,1458,1393
2012,11,-1,7,0,1,2,5,-10,-7,-1,2,5,-7,0,3,1124,1462
2012,3,5,4,-7,-3,-5,5,3,-2,-1,-3,3,-9,2,0,1242,1301
2012,-4,2,5,-8,-5,0,-5,20,22,3,-9,12,-3,0,-2,1246,1231
2012,-1,-5,-18,10,6,5,-3,-16,-7,-15,9,-8,12,9,-11,1325,1314
2012,-6,0,-4,-4,12,-2,3,-3,0,2,6,4,-3,2,-8,1257,1196
2012,-1,4,-7,3,2,2,1,-17,-11,-6,9,-7,-1,2,0,1393,1326
2012,4,3,-3,3,1,-2,-1,-12,-9,-3,1,-13,-1,-4,2,1314,1242
2012,0,4,6,-5,-19,0,-1,25,14,-8,-13,12,-2,4,-1,1246,1124
2012,3,1,10,-11,-3,-5,5,-1,-3,2,-2,2,0,-2,5,1242,1326
2012,2,3,6,-4,-20,-2,4,7,2,-13,-2,8,-3,2,2,1246,1257
2012,-3,-6,-7,-3,6,-1,-1,-6,-5,-1,1,-8,1,2,-2,1242,1246
2013,5,-1,-3,5,2,2,-4,-1,5,0,-2,-1,0,-2,2,1251,1299
2013,-5,-3,3,2,-6,4,-1,18,11,2,-5,13,0,-1,-2,1388,1292
2013,-6,-9,-6,-7,3,-5,-5,2,2,2,-4,-13,0,4,0,1254,1241
2013,-2,0,-1,-3,4,-4,-5,6,5,8,-3,-9,0,-1,0,1129,1247
2013,-6,-5,-18,10,0,-1,-9,3,2,-8,-1,-17,5,5,-8,1125,1112
2013,5,1,-3,-1,7,2,3,-20,-20,-1,8,-12,5,-6,4,1137,1139
2013,7,-1,3,-9,0,-1,7,-10,-10,-4,-1,3,7,4,-1,1143,1424
2013,-3,0,14,-9,-6,0,1,14,10,9,-7,12,-1,-5,9,1161,1281
2013,4,-8,5,-3,9,-2,5,-3,-2,8,4,6,-15,2,0,1211,1380
2013,-3,-2,-5,-4,14,-5,-1,4,1,13,-3,-6,-11,9,-2,1307,1217
2013,7,2,4,0,13,-2,14,12,5,7,-5,31,-15,12,-11,1257,1299
2013,7,0,-2,2,-12,2,-1,3,-1,-10,-3,-1,11,-3,2,1172,1266
2013,-3,-12,-1,0,9,-2,-1,-4,2,5,1,-2,5,-5,-2,1388,1272
2013,-1,3,0,1,3,5,5,1,0,0,-2,15,-9,3,-3,1276,1355
2013,6,-2,14,-10,4,-1,7,-3,-2,12,4,11,-11,-6,10,1277,1434
2013,0,0,4,5,7,3,2,6,6,8,-4,13,7,0,4,1332,1329
2013,-7,4,-2,5,7,-2,-8,-1,-2,11,-3,-20,9,-1,6,1308,1387
2013,16,-1,10,-20,-2,1,16,19,14,-3,-14,47,-9,7,-9,1393,1285
2013,10,-6,3,3,22,7,20,-5,-1,4,5,46,-7,9,-15,1433,1103
2013,-3,4,-5,-3,5,-1,0,-21,-17,0,7,-18,-1,-5,4,1338,1455
2013,-4,2,-8,5,22,-2,8,-16,-18,7,10,-4,3,7,-7,1153,1166
2013,-3,-1,-7,4,6,5,-8,-5,-1,5,1,-12,13,-2,2,1107,1181
2013,0,1,-4,12,15,1,3,-24,-17,4,15,-10,-13,1,1,1207,1195
2013,4,-1,7,5,11,4,11,12,6,10,-7,32,-11,8,-7,1196,1322
2013,3,-1,-2,12,1,3,-1,11,7,3,-8,8,-3,3,-3,1228,1160
2013,10,0,9,3,-7,1,3,17,14,1,-13,21,-15,2,-1,1231,1241
2013,10,-1,-4,4,8,5,7,-1,-1,-4,2,18,3,2,-11,1235,1323
2013,3,9,8,-14,-24,-3,-1,12,12,-14,-9,7,-15,-5,7,1242,1443
2013,0,-2,1,5,-8,3,-3,-1,5,-7,-1,2,9,-2,-1,1247,1243
2013,3,3,13,-4,-2,3,6,10,14,0,-2,29,-13,5,-3,1274,1334
2013,-9,-1,-2,6,2,-5,-11,6,7,8,0,-20,-5,-2,4,1417,1278
2013,2,1,-6,15,2,4,-7,-3,-1,3,4,-11,-7,1,1,1458,1279
2013,-12,0,0,0,12,-7,3,-8,-6,9,8,-7,1,-1,-1,1437,1314
2013,-12,-5,-5,13,-6,-1,-11,-4,-2,1,1,-25,13,-4,9,1233,1326
2013,-5,-1,-8,6,2,-1,-1,-9,-12,-3,9,-15,3,1,-2,1328,1361
2013,1,-2,7,-5,2,-3,5,-17,-11,3,9,-4,-1,-2,8,1301,1396
2013,-1,-1,-14,3,9,-4,-11,3,3,8,-6,-23,8,3,-4,1217,1112
2013,10,-2,2,-3,15,0,12,-3,2,3,5,26,-7,11,-11,1257,1161
2013,4,4,0,12,2,6,1,-8,-10,-2,3,-2,3,-2,0,1139,1266
2013,-11,2,-12,-4,-2,-3,-8,-5,-6,-5,7,-25,1,2,-1,1433,1276
2013,-6,-2,-17,7,12,1,-7,-12,-9,-3,4,-22,3,-3,-7,1272,1277
2013,7,2,8,-10,0,5,8,-6,-4,3,4,17,8,0,6,1332,1387
2013,-7,1,2,-11,-10,0,-4,22,14,1,-8,6,-8,4,-2,1393,1143
2013,3,4,2,5,-9,6,4,-11,-8,-11,5,6,8,0,2,1455,1211
2013,0,2,5,1,-4,5,3,10,5,0,-6,16,-5,5,-1,1181,1166
2013,5,-1,2,-5,-2,-1,6,-1,-1,-5,2,10,8,3,-4,1195,1361
2013,2,2,4,2,-13,2,1,14,10,-7,-7,14,-8,3,0,1196,1278
2013,-1,2,-7,11,17,-1,2,-12,-9,10,10,-6,8,5,-2,1396,1231
2013,-1,-4,-15,7,18,1,-2,-11,-9,1,9,-12,7,8,-11,1314,1242
2013,0,0,1,-4,8,-5,3,3,-3,9,-1,-2,-1,-3,1,1279,1247
2013,-5,1,0,2,6,-2,1,-8,-4,3,7,-4,5,-2,2,1228,1274
2013,-2,2,-5,-7,-3,-3,2,3,2,-9,0,3,-8,3,-7,1326,1235
2013,2,0,10,-20,-13,-5,5,7,5,-5,-4,10,1,0,3,1266,1274
2013,-2,-1,0,5,0,-1,1,-6,-4,-2,2,-3,4,2,3,1112,1326
2013,4,-9,-2,5,-1,-1,-5,4,0,4,1,-11,-3,-5,4,1231,1393
2013,4,6,10,-6,11,-2,10,-7,-4,8,0,14,-4,-1,-1,1455,1247
2013,2,1,-1,6,-1,4,0,2,6,-3,-7,10,-1,-3,-3,1181,1277
2013,-1,0,2,-4,-13,0,-2,-12,-8,-9,9,-12,12,-4,10,1195,1196
2013,2,-2,-2,1,9,1,-1,-9,-7,3,3,-8,11,0,-1,1332,1257
2013,3,7,4,-7,-5,-2,1,-7,-2,-7,5,-2,-3,-2,3,1242,1276
2013,2,-2,-1,8,3,-2,-7,-3,0,8,5,-16,-1,-4,7,1266,1393
2013,-2,-1,-1,5,2,-3,-3,6,5,-2,-1,-4,-7,-3,-3,1326,1455
2013,3,-7,-6,3,-3,2,-10,-8,-4,0,0,-22,1,-6,4,1181,1257
2013,-5,-2,1,-9,-9,-8,-7,4,2,0,-2,-20,-1,-6,4,1196,1276
2013,3,-2,0,-5,5,-3,0,-5,-1,3,-3,-4,8,-3,2,1455,1257
2013,4,-1,1,10,-2,5,-2,9,4,3,-8,5,0,-2,0,1276,1393
2013,6,1,-2,-2,13,0,3,-2,0,7,7,6,-3,6,-3,1257,1276
2014,-1,0,19,-28,-13,-10,5,7,7,0,-3,7,0,0,10,1107,1291
2014,-9,-9,-3,0,2,-2,-6,0,-1,5,3,-15,0,-1,4,1462,1301
2014,3,3,2,2,1,2,5,0,0,-1,-3,12,0,1,-3,1142,1411
2014,1,1,-4,-5,4,-1,0,-15,-12,-3,14,-13,0,0,-2,1234,1397
2014,1,0,-2,3,12,4,3,-7,-2,3,-1,8,-3,3,-5,1163,1386
2014,0,-4,-1,1,-1,0,-2,5,5,1,-2,1,5,0,-1,1173,1326
2014,1,3,4,-1,-2,-1,5,4,3,-1,-1,12,-15,3,0,1196,1107
2014,-4,3,-6,-5,13,-2,2,-12,-6,7,5,-4,-7,2,-1,1153,1217
2014,1,-3,-2,-8,-4,-1,3,-14,-12,-9,9,-7,9,-3,3,1264,1257
2014,5,1,7,-2,-7,6,4,5,3,-2,-6,17,-13,5,2,1276,1459
2014,-9,-1,-15,1,-1,-2,-10,14,7,-3,-8,-15,9,0,-6,1174,1277
2014,2,-3,-13,16,21,6,-2,-4,-7,12,-4,-5,-7,0,-5,1328,1295
2014,-7,-4,-9,6,7,3,-7,-8,-8,4,3,-19,3,0,1,1140,1332
2014,-13,-3,-2,2,-19,0,-16,6,3,-2,-1,-29,-1,-10,14,1160,1338
2014,4,-5,-3,-1,6,-1,3,-7,-9,4,4,-4,9,-4,2,1308,1361
2014,-6,1,1,-9,-4,-5,-3,11,8,1,-6,-3,7,0,3,1301,1387
2014,4,5,11,-1,8,3,11,-3,-1,5,5,24,-11,4,-1,1393,1444
2014,0,-4,1,3,-2,3,-4,6,3,1,-6,-2,3,-4,1,1113,1400
2014,0,8,10,-1,-1,-2,10,1,2,-1,3,20,-13,4,-1,1437,1454
2014,-5,-1,-5,-8,-15,-6,-15,1,-4,-2,1,-40,13,-4,10,1110,1458
2014,8,9,5,-3,-6,0,10,-7,-11,-6,3,9,-15,-4,2,1112,1451
2014,2,-5,8,-8,-12,-2,-6,32,28,4,-15,14,-5,-2,1,1124,1304
2014,10,-2,7,7,-12,5,3,4,-1,-7,-1,10,-11,-3,2,1166,1418
2014,0,1,-7,-3,15,-6,1,-4,-4,10,5,-8,1,5,-3,1329,1211
2014,-9,0,-13,-1,10,-4,-5,-4,-4,3,-1,-18,11,-2,-3,1300,1235
2014,3,6,18,-24,-4,-12,10,8,3,6,-7,11,-13,-6,7,1242,1184
2014,0,4,8,-6,-3,-1,0,9,8,4,-9,7,-1,-3,5,1246,1243
2014,-11,-2,-4,-10,1,-4,-2,8,3,1,-4,-5,1,1,-2,1203,1272
2014,-1,1,-5,24,17,10,-3,-15,-11,13,7,-7,-11,3,4,1181,1273
2014,-3,4,-2,1,-18,0,-5,8,8,-12,-5,-2,5,-3,1,1344,1314
2014,3,-3,7,-5,-14,-2,-3,12,10,-1,-5,2,7,-5,6,1372,1433
2014,-2,3,2,-6,-3,4,0,-2,1,-4,2,5,3,4,0,1390,1307
2014,-4,-2,-8,-3,10,1,-2,-20,-16,4,8,-19,-5,0,1,1269,1397
2014,-3,-3,-2,3,-6,2,-8,-1,-3,-1,5,-17,9,-9,6,1409,1417
2014,3,3,5,-2,-10,-1,0,11,12,-5,-3,11,-15,-1,-1,1438,1157
2014,12,5,14,-9,-8,1,11,3,4,-2,0,27,-15,-3,6,1455,1142
2014,0,0,-5,11,-1,2,-5,-4,-4,-1,7,-12,-5,-5,5,1437,1163
2014,-8,3,-4,-6,8,-7,2,-4,1,0,0,-2,-8,-1,-5,1393,1173
2014,5,-3,-3,-3,-7,-1,-6,-3,-3,-4,5,-16,8,-6,5,1338,1196
2014,-4,-5,-6,-2,4,-6,-1,-8,-7,-1,1,-15,1,0,-1,1387,1257
2014,2,-1,-1,17,-8,10,1,5,2,-10,-4,14,-5,2,-5,1276,1400
2014,9,-2,0,4,4,1,6,-8,-6,2,3,7,-8,5,0,1277,1217
2014,3,0,10,5,-3,5,4,7,6,1,-1,19,-8,3,0,1361,1295
2014,6,0,-1,10,11,3,5,2,-5,11,-6,8,-5,-4,0,1458,1332
2014,-11,-3,7,-2,-11,-1,-10,-5,-2,4,-4,-23,7,-12,15,1211,1112
2014,-8,-3,-13,6,8,-6,-8,-12,-8,3,8,-30,-3,2,0,1166,1124
2014,6,-3,0,6,-4,4,-4,6,6,-1,-4,2,-3,-2,2,1235,1314
2014,3,0,-3,3,-1,2,0,-4,-4,-6,6,-2,-7,0,-2,1455,1246
2014,-1,2,7,-7,-11,-5,2,8,4,-5,-7,3,8,1,2,1390,1242
2014,4,-4,11,0,2,-2,3,17,16,11,-7,20,-3,-1,1,1397,1273
2014,-11,-2,-2,13,4,3,-9,-7,-2,8,6,-17,8,-2,5,1372,1417
2014,-3,3,14,-2,-5,2,6,-5,4,-2,2,18,-7,-4,4,1438,1272
2014,10,2,0,-2,-6,1,2,2,1,-8,-4,6,-3,0,-3,1112,1361
2014,-9,4,-5,-2,0,-3,-6,7,5,5,-1,-10,-1,-1,2,1390,1173
2014,-10,-1,-8,-3,6,-5,-2,-3,-2,-2,4,-11,3,4,-4,1417,1196
2014,-8,-3,-9,-1,6,-4,-8,-2,3,3,0,-17,4,4,-4,1124,1458
2014,-5,1,7,3,-19,3,-6,7,14,-12,-2,5,4,1,0,1163,1235
2014,-3,-1,4,-1,2,0,-2,4,9,4,-5,5,4,-1,2,1246,1257
2014,-3,7,-3,-9,8,-8,3,4,0,5,0,-2,9,2,-6,1397,1276
2014,3,0,4,-4,-10,-1,1,1,1,-7,0,2,3,0,4,1277,1438
2014,1,0,-4,3,0,3,1,-20,-15,-7,9,-10,10,0,2,1173,1196
2014,-3,5,1,-5,-2,-1,-1,5,2,0,2,-1,-1,-1,-1,1112,1458
2014,-5,0,-3,-7,3,-6,-1,14,14,1,-4,6,3,2,-8,1163,1277
2014,-3,5,8,-7,1,0,4,-3,-5,3,0,3,6,-2,4,1246,1276
2014,-9,-3,-8,-2,6,-4,-5,7,4,7,-2,-10,-6,-3,-2,1196,1163
2014,2,2,0,15,-8,6,-6,-1,5,-5,1,-1,-6,0,4,1458,1246
2014,-3,-1,3,3,7,1,4,-14,-3,-2,7,6,-1,3,-3,1163,1246
2015,-5,0,-2,18,9,3,-3,-13,-7,6,6,-10,0,-1,3,1264,1214
2015,-2,-4,6,6,-22,8,-8,4,4,-10,2,-4,0,-7,8,1140,1279
2015,3,0,1,1,-13,1,-2,4,4,-9,-4,1,0,-1,2,1173,1129
2015,-4,-2,-9,-6,10,-5,3,7,3,-2,-2,4,0,11,-14,1352,1316
2015,8,0,12,-1,2,0,8,-3,5,4,4,21,-13,3,3,1112,1411
2015,6,2,4,-16,-9,-4,4,0,-1,-6,1,3,-7,-1,2,1116,1459
2015,-4,1,6,6,2,2,1,-16,-12,7,9,-8,5,-1,10,1400,1139
2015,-4,4,-3,-16,-11,0,-1,6,3,-10,-2,1,-1,3,-3,1153,1345
2015,-4,-1,-8,5,16,-2,1,-17,-10,0,3,-10,9,-2,-5,1186,1207
2015,2,-1,15,3,-11,2,-3,0,3,3,0,-1,-11,-11,15,1124,1209
2015,-13,-2,-13,6,-2,1,-11,-5,-2,-7,4,-23,15,2,-2,1214,1246
2015,3,4,0,-9,-6,0,-4,15,7,2,-5,-1,1,3,-3,1261,1301
2015,-5,0,-9,6,6,0,-6,7,10,0,-2,-2,9,7,-10,1217,1314
2015,-4,-4,5,5,8,1,0,-8,-5,11,-1,-4,11,-7,9,1318,1323
2015,2,5,0,-11,-6,-4,4,3,-1,-5,0,3,3,1,0,1326,1433
2015,-3,-4,5,-5,4,-3,0,4,4,10,-5,1,11,-2,2,1412,1235
2015,2,-1,-4,-4,8,-3,0,6,2,3,-3,-1,-5,7,-9,1374,1417
2015,2,6,4,-13,-13,0,1,8,5,-7,-6,7,-7,0,5,1428,1372
2015,7,5,10,4,2,7,15,8,4,-2,-1,41,-15,6,-7,1437,1248
2015,1,0,8,-4,-17,4,2,16,11,-8,-7,19,-5,-1,2,1462,1279
2015,0,3,3,-3,-17,-2,-2,23,19,-10,-7,13,5,4,-4,1173,1344
2015,15,2,15,2,-12,4,10,10,5,-3,-9,29,-15,1,3,1181,1352
2015,-11,0,-3,-1,-4,3,-1,-16,-11,-8,9,-10,13,-2,4,1295,1211
2015,-1,1,12,-12,6,0,14,0,3,4,-4,31,-3,2,-1,1234,1172
2015,8,0,11,-2,-6,4,7,-1,1,-4,2,19,-13,-3,3,1242,1308
2015,1,0,4,-1,-3,0,1,-4,-4,0,-1,-2,9,1,5,1414,1257
2015,-3,4,10,-6,-16,-3,-1,6,8,-7,0,3,-9,0,2,1268,1434
2015,-10,-1,1,-4,0,-3,-7,7,10,7,-3,-7,3,-4,3,1208,1277
2015,4,2,-3,4,-4,0,-2,-9,-13,-4,3,-17,7,-7,5,1461,1320
2015,5,-5,-6,1,4,1,-2,-6,-6,0,2,-9,11,1,-2,1107,1328
2015,0,6,3,-10,-7,-3,2,5,5,-6,-5,6,-1,1,0,1332,1329
2015,-6,-1,-2,-5,6,-6,2,-19,-10,-6,9,-12,1,2,-3,1385,1361
2015,1,-1,-1,8,0,2,1,-19,-16,-5,12,-12,13,-1,5,1125,1438
2015,1,2,0,0,-5,1,-2,-2,-3,-1,-1,-6,7,-3,5,1138,1452
2015,-1,3,-1,-9,2,-9,1,14,12,3,-9,5,-3,6,-6,1455,1231
2015,5,0,6,15,3,4,5,1,0,5,-3,14,-15,-3,3,1458,1157
2015,5,1,6,2,11,2,3,9,7,11,-4,15,-8,5,-4,1112,1326
2015,5,3,2,1,-9,2,0,14,11,-9,-7,13,-7,3,-7,1246,1153
2015,4,1,12,-17,-8,-6,5,4,-1,1,-1,3,7,-3,5,1301,1437
2015,-3,0,6,-15,-5,-4,3,10,7,-3,2,9,-1,4,-5,1314,1116
2015,-1,-3,-8,-7,12,-2,-1,-1,1,4,-1,-3,3,4,-6,1139,1323
2015,0,1,12,-17,-8,-7,6,15,12,3,-5,17,-3,-1,5,1417,1412
2015,3,2,4,-11,-17,-1,-2,23,16,-6,-10,11,1,-3,0,1428,1207
2015,-4,0,10,-1,-12,1,-3,12,13,1,-5,8,-8,-5,6,1462,1209
2015,-11,-1,-8,-1,3,-4,-11,9,7,8,-4,-19,7,-1,2,1361,1181
2015,-10,1,-12,-1,8,-5,-4,-11,-6,0,6,-19,5,0,0,1234,1211
2015,-2,-4,-3,8,-2,1,-4,-8,-6,-2,4,-13,1,0,3,1320,1257
2015,1,4,4,-5,-17,4,0,7,2,-11,1,6,5,2,1,1277,1438
2015,-1,-1,-6,3,2,2,0,-11,-8,-6,5,-6,8,-1,-2,1173,1328
2015,-4,6,6,0,-16,1,-3,-6,-5,-6,-1,-10,-1,-11,13,1268,1452
2015,-5,-2,-3,1,6,-4,-5,-1,1,9,3,-13,-5,-2,2,1242,1455
2015,2,1,2,-4,8,1,4,-22,-16,0,7,-7,7,0,2,1332,1458
2015,1,-2,0,5,3,4,0,3,4,2,-2,8,-4,2,-4,1112,1462
2015,-6,-4,-14,0,4,-2,-11,-13,-15,2,8,-39,4,-3,3,1452,1246
2015,9,1,5,1,-11,6,4,-4,-3,-9,-2,11,-4,-2,4,1323,1455
2015,1,-1,4,8,0,-1,0,5,8,3,-2,7,-3,0,1,1458,1314
2015,3,0,-5,7,15,1,1,-11,-9,10,5,-6,4,2,1,1428,1181
2015,3,-3,5,6,0,0,1,12,10,6,-4,12,-9,1,-2,1211,1417
2015,-5,-1,-2,8,6,6,-4,-13,-8,4,6,-10,4,-2,2,1301,1257
2015,2,-3,-3,10,2,5,2,0,-5,1,0,4,4,-1,-2,1277,1328
2015,8,-8,-4,6,9,0,1,-7,-4,3,2,-2,2,1,-4,1323,1246
2015,3,0,-2,12,2,10,1,1,-5,1,-1,7,-1,0,-1,1458,1112
2015,2,-1,-5,9,6,6,-1,10,10,1,-3,14,-1,7,-10,1181,1211
2015,10,1,5,12,-4,5,3,-9,-5,-5,6,6,3,-1,3,1277,1257
2015,0,1,5,-10,-5,-5,4,21,17,-2,-10,20,-6,5,-6,1181,1277
2015,-3,2,-6,-12,6,-4,3,-12,-9,-6,6,-7,0,4,-4,1246,1458
2015,6,-5,-3,10,10,3,1,-10,-10,5,2,-5,0,-1,0,1458,1181
2016,11,3,18,0,-13,0,11,16,9,1,-8,31,0,-3,9,1195,1192
2016,-3,3,-5,0,-6,-4,-6,1,-4,0,1,-20,0,-4,5,1435,1455
2016,-4,1,-3,-5,16,-6,4,-8,-6,7,7,-4,0,1,-5,1380,1221
2016,0,0,0,-10,-3,-3,1,-1,-4,-2,1,-5,0,0,3,1409,1276
2016,-8,-7,-12,-1,15,0,4,0,-6,5,-1,2,7,11,-9,1114,1345
2016,0,2,-4,1,3,-2,0,-7,-8,-2,2,-10,-1,-2,0,1403,1139
2016,0,-5,-1,-7,-7,-4,0,7,-3,-2,-4,-7,-1,-3,2,1160,1163
2016,1,5,7,-11,-14,-7,-1,24,17,-1,-15,8,-9,-1,1,1181,1423
2016,4,1,15,-4,-6,2,4,0,6,-1,-2,16,5,-4,8,1211,1371
2016,-14,-3,-7,1,2,-7,-9,-1,0,1,3,-25,7,-3,3,1151,1231
2016,5,2,0,-2,0,3,1,7,8,-2,-3,13,-9,3,-3,1235,1233
2016,-17,-9,-5,-1,-9,-2,-14,10,4,1,-4,-26,15,0,2,1122,1242
2016,-4,-12,-13,0,13,-1,-13,1,-1,15,-3,-28,9,-3,4,1392,1246
2016,1,5,10,-11,-5,-5,1,12,10,3,-8,7,-11,1,4,1274,1138
2016,3,5,-5,10,15,5,6,-5,-1,3,0,16,-15,2,-7,1314,1195
2016,-4,-1,7,-11,-10,-3,3,-1,-4,-3,-1,-1,-1,1,6,1425,1344
2016,-8,2,-13,0,3,0,-1,-10,-9,-10,12,-11,11,4,-6,1201,1428
2016,-16,-7,-9,-6,-2,-9,-15,2,3,3,-3,-36,15,-3,2,1214,1438
2016,2,2,-8,2,11,-3,4,4,5,-1,-2,10,5,7,-13,1455,1112
2016,-2,2,10,0,-19,-1,-4,14,13,-6,-7,4,7,-6,5,1463,1124
2016,2,2,1,-5,-4,0,4,-1,3,-10,1,11,9,0,-5,1218,1143
2016,1,0,-11,10,3,3,-6,13,11,0,-6,2,-3,4,-9,1234,1396
2016,-2,-1,-6,6,14,1,1,-10,-8,5,2,-5,7,0,-2,1355,1268
2016,-4,3,-4,-5,5,0,3,6,3,2,-9,9,13,0,-4,1292,1277
2016,3,1,-4,3,13,1,4,-14,-12,6,6,-3,-5,0,-1,1400,1320
2016,-6,7,14,-12,-20,-2,0,10,9,-6,-5,7,-5,-7,9,1323,1276
2016,0,-4,1,-2,2,-6,-2,-11,-4,3,7,-14,13,-1,4,1167,1328
2016,-9,-4,-13,3,-6,0,-14,-7,-11,-3,2,-39,15,2,3,1221,1332
2016,-4,4,9,-7,-3,-4,-1,-12,-8,6,2,-14,-11,-11,15,1452,1372
2016,0,-2,-2,0,3,-1,0,4,3,1,3,2,-1,1,-3,1386,1153
2016,1,1,-14,0,3,-2,-3,-4,-11,-6,-1,-19,-3,0,-6,1173,1393
2016,3,-4,15,-8,1,-2,11,5,7,5,-4,27,-11,-1,2,1401,1453
2016,1,-2,-10,-3,4,3,-2,-6,-7,-2,1,-8,-3,2,-6,1333,1433
2016,-10,-3,-5,-11,0,-8,-12,2,2,5,2,-30,13,-3,3,1421,1437
2016,0,1,4,-8,-5,-1,1,-8,-5,-5,8,-4,3,-3,4,1338,1458
2016,-5,0,-12,7,-5,-3,-8,7,1,-4,-2,-18,13,4,-2,1451,1462
2016,1,-2,-1,0,15,-7,2,-3,-4,15,-2,-7,8,-1,1,1463,1181
2016,5,0,6,4,9,2,12,-2,-3,4,-1,23,8,2,-4,1211,1428
2016,-5,-2,0,-5,5,-2,-1,-4,-2,4,2,-6,-1,1,3,1246,1231
2016,-6,1,-2,4,1,-3,-10,0,6,3,4,-17,8,-5,2,1114,1235
2016,3,3,17,-5,-11,-4,4,11,8,3,-6,12,-8,-4,7,1242,1163
2016,-1,4,7,-10,-21,1,1,9,5,-14,-3,8,-8,0,1,1274,1455
2016,-4,-3,-14,9,-2,2,-8,2,-5,-4,1,-19,8,0,-4,1344,1314
2016,2,1,8,-5,-2,-5,4,4,5,2,-4,8,-8,-4,5,1438,1139
2016,-5,6,7,-1,-22,-3,-1,16,18,-13,-4,13,-8,3,2,1268,1218
2016,-4,-3,7,-10,-13,-2,0,7,3,-3,-3,1,-8,-3,7,1323,1372
2016,6,-4,-2,5,6,3,1,-9,-9,2,5,-4,8,2,1,1433,1328
2016,-1,7,0,9,-4,2,-1,5,5,-2,-1,5,-7,-3,-1,1332,1386
2016,6,9,12,-4,-15,0,8,14,9,-10,-6,25,-5,2,0,1393,1292
2016,-8,-3,5,-3,2,-5,4,7,1,6,-4,4,-8,-3,1,1401,1320
2016,9,1,7,-5,-6,3,5,4,6,-4,-3,19,-5,3,0,1437,1234
2016,2,5,0,11,5,3,3,-8,-6,2,4,3,5,-5,4,1458,1462
2016,-5,6,-8,16,-7,2,-7,-1,-4,-7,3,-16,4,2,-2,1268,1242
2016,9,1,5,-3,-1,5,9,-15,-9,-6,6,14,-1,-2,3,1328,1401
