Season,WOLDiff,WLKDiff,SAGDiff,POMDiff,MORDiff,DOLDiff,COLDiff,Team1,Team2,SeedDiff
2017,42,39,30,33,33,46,46,1277,1242,8
2017,-28,-12,-6,-4,-10,-18,-22,1246,1455,-8
2017,-13,-18,-16,-15,-11,-16,-19,1257,1276,-5
2017,19,28,34,35,35,25,20,1116,1314,7
2017,-40,-26,-35,-21,-7,-40,-36,1332,1348,-8
2017,-35,-24,-23,-19,-43,-31,-29,1181,1376,-5
2017,12,7,6,4,7,7,7,1153,1417,3
2017,19,6,3,4,4,11,15,1452,1211,3
2017,13,6,6,5,5,17,15,1345,1242,3
2017,18,10,10,5,-9,14,22,1276,1332,4
2017,-35,-29,-14,-20,-8,-31,-34,1112,1462,-9
2017,-9,-14,-7,-14,-4,-6,-16,1196,1458,-4
2017,2,-10,-10,-14,-14,-5,-6,1246,1417,-1
2017,10,18,23,23,17,14,9,1139,1314,3
2017,30,21,17,18,29,29,26,1376,1124,4
2017,-37,-44,-31,-39,-26,-33,-33,1211,1462,-10
2017,3,9,7,6,16,10,5,1332,1242,2
2017,3,1,-2,-1,3,3,3,1314,1246,-1
2017,-27,-26,-21,-22,-35,-19,-25,1196,1376,-3
2017,41,31,30,30,46,34,32,1376,1211,6
2017,-1,10,10,13,19,5,1,1332,1314,2
2017,8,2,2,2,2,4,1,1314,1211,0
2018,-85,-72,-65,-82,-40,-85,-79,1347,1254,0
2018,16,-15,-16,-21,-6,7,3,1417,1382,0
2018,-2,7,1,9,-8,-7,3,1393,1113,0
2018,-15,-56,-53,-60,-54,-17,-29,1411,1300,0
2018,-22,-15,-9,-19,-8,-26,1,1439,1104,-1
2018,-36,-49,-57,-55,-63,-53,-32,1112,1138,-9
2018,-138,-134,-123,-131,-108,-133,-137,1181,1233,-13
2018,2,36,42,46,36,11,-1,1382,1196,5
2018,60,70,93,74,65,66,59,1422,1211,9
2018,-51,-34,-32,-33,-30,-47,-40,1222,1361,-5
2018,-102,-111,-112,-118,-93,-88,-99,1242,1335,-15
2018,-53,-34,-39,-25,-36,-62,-58,1246,1172,-7
2018,-1,-16,-30,-6,-28,-18,3,1274,1260,-5
2018,71,76,87,61,101,68,63,1285,1276,11
2018,17,54,59,62,101,35,31,1355,1326,7
2018,11,13,-9,-2,1,4,27,1328,1348,3
2018,13,15,22,15,28,13,18,1301,1371,1
2018,99,124,116,124,131,94,100,1460,1397,11
2018,67,96,107,99,140,72,79,1372,1403,11
2018,147,169,190,168,163,156,158,1347,1437,15
2018,-52,-96,-79,-104,-90,-68,-61,1120,1158,-9
2018,16,2,-3,-12,-3,12,16,1139,1116,3
2018,-120,-111,-103,-92,-100,-103,-118,1153,1209,-13
2018,-18,-47,-43,-36,-84,-26,-21,1155,1308,-7
2018,9,13,9,3,9,6,-12,1281,1199,-1
2018,-9,11,20,17,4,-6,-6,1243,1166,1
2018,-78,-81,-110,-94,-100,-64,-79,1455,1267,-9
2018,88,88,87,94,59,91,94,1137,1277,11
2018,-20,-14,10,-15,14,-12,-35,1305,1400,-3
2018,95,145,160,158,192,106,108,1252,1314,13
2018,-109,-147,-166,-148,-126,-125,-114,1345,1168,-13
2018,-32,-28,-31,-32,-23,-29,-18,1395,1393,-5
2018,18,32,28,34,18,9,9,1344,1401,3
2018,124,166,187,183,154,122,139,1420,1438,15
2018,-26,-51,-73,-46,-49,-48,-40,1452,1293,-7
2018,-261,-231,-230,-235,-243,-272,-246,1462,1411,-15
2018,21,30,42,46,32,24,17,1348,1181,5
2018,11,5,12,7,5,1,1,1326,1211,1
2018,26,18,20,17,17,18,26,1371,1242,7
2018,35,51,59,58,66,54,30,1138,1246,8
2018,11,38,45,31,47,28,17,1260,1397,8
2018,4,6,9,7,10,16,7,1222,1276,3
2018,-13,-10,-5,-11,-14,-19,-14,1403,1196,-3
2018,54,44,45,49,38,54,44,1104,1437,8
2018,4,6,-9,3,-2,-1,4,1155,1120,1
2018,33,25,22,21,16,37,47,1199,1462,8
2018,98,128,148,140,108,98,106,1420,1243,7
2018,21,19,32,20,37,19,16,1305,1153,5
2018,32,23,23,20,23,30,29,1139,1345,8
2018,53,44,46,48,39,50,38,1393,1277,8
2018,-21,-21,-19,-23,-21,-18,-18,1314,1401,-5
2018,-76,-87,-116,-101,-101,-69,-73,1452,1267,-8
2018,27,23,24,27,18,29,33,1199,1211,5
2018,7,23,27,26,35,7,21,1243,1246,4
2018,-1,24,23,18,16,13,4,1260,1305,4
2018,18,16,16,20,19,22,12,1401,1276,4
2018,-51,-47,-47,-51,-41,-45,-37,1181,1393,-9
2018,-11,-12,-18,-10,-14,-7,-12,1242,1155,-4
2018,9,9,8,7,6,9,9,1403,1345,1
2018,14,14,8,11,15,13,18,1452,1437,4
2018,-4,8,21,-2,14,14,-9,1260,1243,2
2018,-26,-22,-23,-25,-20,-35,-35,1276,1199,-6
2018,1,-5,-3,-6,-3,-1,3,1181,1242,1
2018,-16,-12,-12,-10,-8,-12,-17,1437,1403,-2
2018,12,36,51,32,52,33,10,1260,1276,8
2018,-4,-7,-5,-7,-4,-7,-2,1437,1242,0
2018,9,11,10,8,7,4,13,1276,1437,2
2019,-4,-9,-8,-22,-24,-1,14,1125,1396,0
2019,29,4,-13,-1,-81,31,12,1192,1341,0
2019,1,12,14,17,24,1,8,1385,1113,0
2019,-94,-89,-103,-104,-33,-98,-86,1295,1300,0
2019,-16,-41,-44,-36,-67,-18,-18,1120,1308,-7
2019,-3,-9,-12,-6,-21,-17,-7,1393,1124,-1
2019,25,2,4,3,9,24,24,1196,1305,3
2019,49,69,72,66,39,60,59,1436,1199,9
2019,191,194,212,206,140,208,185,1192,1211,15
2019,-55,-65,-82,-59,-50,-83,-64,1242,1318,-9
2019,106,132,156,138,161,116,106,1101,1246,13
2019,46,60,74,64,72,62,50,1463,1261,11
2019,8,30,31,30,15,28,21,1125,1268,5
2019,85,130,123,132,74,113,97,1285,1276,13
2019,-142,-160,-153,-161,-159,-146,-145,1277,1133,-13
2019,8,17,21,30,41,2,4,1278,1257,3
2019,-6,-27,-33,-25,-15,-11,-20,1266,1293,-7
2019,-54,-104,-101,-102,-91,-65,-40,1345,1330,-11
2019,27,10,20,5,4,28,34,1388,1437,5
2019,35,28,15,36,34,29,18,1371,1459,3
2019,-44,-34,-26,-39,-38,-37,-27,1138,1113,-5
2019,-197,-192,-192,-196,-230,-189,-190,1181,1295,-15
2019,-65,-89,-95,-96,-115,-62,-57,1222,1209,-11
2019,-15,-9,-15,-4,-14,1,-20,1153,1234,-3
2019,-30,-58,-87,-42,-61,-40,-55,1280,1251,-7
2019,-206,-196,-185,-191,-159,-218,-207,1314,1233,-15
2019,22,27,26,29,27,11,26,1326,1235,5
2019,-10,-8,-15,-6,-9,-12,-14,1328,1279,1
2019,-48,-26,-17,-31,-16,-44,-30,1458,1332,-7
2019,-104,-123,-130,-121,-95,-120,-111,1397,1159,-13
2019,-84,-97,-101,-91,-54,-88,-81,1403,1297,-11
2019,-25,-58,-65,-52,-35,-33,-35,1243,1414,-9
2019,3,-6,12,-9,-6,3,1,1433,1416,-1
2019,147,166,176,166,167,136,158,1205,1438,15
2019,75,84,88,93,80,73,59,1387,1439,9
2019,2,10,5,17,17,-2,-4,1449,1429,1
2019,-2,6,3,7,21,-8,-8,1242,1120,-1
2019,-21,-41,-43,-38,-24,-32,-32,1199,1293,-8
2019,-44,-38,-39,-39,-51,-46,-37,1211,1124,-8
2019,3,15,28,12,6,11,19,1459,1246,5
2019,-14,-8,-9,-6,-8,-8,-16,1261,1268,-3
2019,-39,-23,-20,-23,-26,-41,-38,1276,1196,-8
2019,-30,-36,-39,-43,-53,-23,-32,1277,1278,-8
2019,-5,-15,-8,-16,-12,-14,-1,1345,1437,-3
2019,32,40,38,43,46,40,28,1416,1181,8
2019,-44,-31,-24,-30,-26,-27,-45,1222,1326,-8
2019,-28,-44,-47,-45,-51,-27,-24,1314,1449,-8
2019,27,-36,-51,-32,-28,9,1,1332,1414,-1
2019,-32,-30,-35,-28,-24,-21,-33,1397,1234,-8
2019,2,-12,-17,-13,-7,-6,-1,1403,1138,-3
2019,-42,-31,-29,-37,-37,-34,-29,1438,1328,-8
2019,-37,-65,-96,-52,-75,-48,-52,1439,1251,-8
2019,6,7,8,12,10,2,2,1199,1211,3
2019,15,3,3,2,3,11,15,1345,1397,1
2019,-5,-3,-1,-4,-4,-6,-5,1276,1403,-1
2019,-67,-40,-31,-42,-32,-59,-49,1438,1332,-11
2019,-14,-7,-8,-7,-2,-16,-13,1314,1120,-4
2019,-16,-11,-11,-8,-8,-13,-22,1181,1439,-3
2019,-1,6,11,8,8,2,1,1222,1246,1
2019,-5,-13,-16,-14,-17,-7,-6,1277,1261,-1
2019,-9,-4,-4,-7,-9,-4,-3,1211,1403,-2
2019,-18,-9,-8,-9,-10,-13,-16,1438,1345,-2
2019,10,3,5,6,-2,12,11,1120,1246,3
2019,-6,-1,-3,-1,-4,-4,-4,1181,1277,-1
2019,6,6,5,5,6,5,8,1403,1277,1
2019,16,10,9,12,3,19,15,1120,1438,4
2019,-13,-8,-7,-8,-8,-10,-11,1438,1403,-2
